Pitch_Angle,Yaw_Angle
60.75,-29.75
60.75,-29.75
60.75,-29.75
60.75,-29.75
60.75,-30
60.75,-30
60.75,-30
60.75,-30
60.75,-30
60.75,-30
60.75,-30
60.75,-30
60.75,-30.25
60.75,-30.25
60.75,-30.25
60.75,-30.25
60.75,-30.25
60.75,-30.25
60.75,-30.25
60.75,-30.5
60.75,-30.5
60.75,-30.5
60.75,-30.5
60.75,-30.5
60.75,-30.5
60.75,-30.5
60.75,-30.5
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.75
60.75,-31.75
60.75,-31.75
60.75,-31.75
60.75,-31.75
60.75,-31.75
60.75,-31.75
60.75,-31.75
60.75,-31.75
60.75,-31.75
60.75,-31.75
60.75,-31.75
60.75,-31.75
60.75,-31.75
60.75,-31.75
60.75,-31.75
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.75
60.75,-31.75
60.75,-31.75
60.75,-31.75
60.75,-31.75
60.75,-32
60.75,-32
60.75,-32
60.75,-32
60.75,-32
60.75,-32.25
60.75,-32.25
60.75,-32.25
60.75,-32.25
60.75,-32.5
60.75,-32.5
60.75,-32.5
60.75,-32.5
60.75,-32.75
60.75,-32.75
60.75,-32.75
60.75,-32.75
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34.25
60.75,-34.25
60.75,-34.25
60.75,-34.25
60.75,-34.25
60.75,-34.25
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.5
60.75,-34.25
60.75,-34.25
60.75,-34.25
60.75,-34.25
60.75,-34.25
60.75,-34.25
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
61,-33.75
61,-33.75
61,-33.75
61,-33.75
61,-33.75
61,-33.75
61,-33.75
61,-33.75
61,-33.75
61,-33.75
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34.25
60.75,-34.25
60.75,-34.25
60.75,-34.25
60.75,-34.25
60.75,-34.25
60.75,-34.25
60.75,-34.25
60.75,-34.25
60.75,-34.25
60.75,-34.5
60.75,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34
61,-34
61,-34
61,-34
61,-34
61,-34
61,-34
61,-34
61,-34
61,-34
61,-34
61,-34
61,-34
61,-34
61,-34
61,-34
61,-34
61,-34
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-36
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.75
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.5
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35.25
61,-35
61,-35
61,-35
61,-35
61,-35
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.75
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.5
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34.25
61,-34
61,-34
61,-34
61,-34
61,-34
61,-34
61,-34
61,-34
61,-33.75
61,-33.75
61,-33.75
61,-33.75
61,-33.75
61,-33.75
61,-33.75
61,-33.75
61,-33.75
61,-33.5
61,-33.5
61,-33.5
61,-33.5
61,-33.5
61,-33.5
61,-33.5
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33
61,-33
61,-33
61,-33
61,-33
61,-33
61,-33
61,-33
61,-33
61,-33
61,-32.75
61,-32.75
61,-32.75
61,-32.75
61,-32.75
61,-32.75
61,-32.75
61,-32.75
61,-32.75
61,-32.75
61,-32.75
61,-32.5
61,-32.5
61,-32.5
61,-32.5
61,-32.5
61,-32.5
61,-32.5
61,-32.5
61,-32.5
61,-32.5
61,-32.5
61,-32.75
61,-32.75
61,-32.75
61,-32.75
61,-32.75
61,-32.75
61,-32.75
61,-32.75
61,-33
61,-33
61,-33
61,-33
61,-33
61,-33
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33.25
61,-33.5
61,-33.5
61,-33.5
61,-33.5
61,-33.5
61,-33.5
61,-33.5
61,-33.5
61,-33.5
61,-33.5
61,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-34
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.75
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.5
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33.25
60.75,-33
60.75,-33
60.75,-33
60.75,-33
60.75,-32.75
60.75,-32.75
60.75,-32.75
60.75,-32.5
60.75,-32.5
60.75,-32.25
60.75,-32.25
60.75,-32.25
60.75,-32
60.75,-32
60.75,-32
60.75,-31.75
60.75,-31.75
60.75,-31.5
60.75,-31.5
60.75,-31.5
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31
60.75,-31
60.75,-31
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.5
60.75,-30.5
60.75,-30.5
60.75,-30.25
60.75,-30.25
60.75,-30.25
60.75,-30
60.75,-30
60.75,-30
60.75,-30
60.75,-30
60.75,-29.75
60.75,-29.75
60.75,-29.75
60.75,-29.75
60.75,-29.75
60.75,-29.5
60.75,-29.5
60.75,-29.5
60.75,-29.5
60.75,-29.5
60.75,-29.5
60.75,-29.25
60.75,-29.25
60.75,-29.25
60.75,-29.25
60.75,-29.25
60.75,-29.25
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29
60.75,-29.25
60.75,-29.25
60.75,-29.25
60.75,-29.25
60.75,-29.25
60.75,-29.25
60.75,-29.25
60.75,-29.25
60.75,-29.25
60.75,-29.5
60.75,-29.5
60.75,-29.5
60.75,-29.5
60.75,-29.5
60.75,-29.5
60.75,-29.5
60.75,-29.5
60.75,-29.75
60.75,-29.75
60.75,-29.75
60.75,-29.75
60.75,-29.75
60.75,-29.75
60.75,-29.75
60.75,-30
60.75,-30
60.75,-30
60.75,-30
60.75,-30
60.75,-30
60.75,-30.25
60.75,-30.25
60.75,-30.25
60.75,-30.25
60.75,-30.25
60.75,-30.5
60.75,-30.5
60.75,-30.5
60.75,-30.5
60.75,-30.5
60.75,-30.5
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-30.75
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.25
60.75,-31.5
